title,author,publisher,price,description,url
คู่มือถ่ายภาพด้วยกล้อง Mirrorless,สุรกิจ จิรทรัพย์สกุล,โปรวิชั่น/provision,168.00 บาท,ครอบคลุมตั้งแต่การเลือกซื้อ การควบคุมกล้อง เทคนิคการถ่ายภาพ ไปจนถึงการปรับแต่งภาพ,https://www.naiin.com/product/detail/121355
คู่มือ iPhone 5 ฉบับสมบูรณ์,ทีมงานโปรวิชั่น,โปรวิชั่น/provision,181.00 บาท,"ด้วยฟีเจอร์ใหม่จาก iOS 6 กว่า 200 ฟีเจอร์ บวกด้วยฮาร์ดแวร์ล่าสุดใน iPhone 5จึงกลายเป็นวัตกรรมล้ำที่สุดในขณะนี้ เราจึงอาสาที่จะเป็นผู้นำพาผู้ใช้ iPhone 5 ได้สัมผัสกับฟีเจอร์สุดล้ำได้อย่างครบถ้วน ทุกฟังก์ชั่นการใช้งาน ด้วยเนื้อหาเข้าใจง่าย อีกทั้งยังครอบคลุมการใช้งานถึงรุ่นก่อนหน้าอย่าง iPhone 4S, 4, 3GS เหมาะอย่างยิ่งสำหรับผู้ใช้ iPhone 5 เป็นครั้งแรก รวมถึงผู้ใช้เดิมที่อัพเดทเป็น iOS 6",https://www.naiin.com/product/detail/121362
คู่มือเขียน iPhone Apps สำหรับผู้เริ่มต้,ขจรศักดิ์ สังข์เจริญ,โปรวิชั่น/provision,245.00 บาท,คู่มือเขียน iPhone Apps สำหรับผู้เริ่มต้น,https://www.naiin.com/product/detail/121363
คู่มือ iPad mini ฉบับสมบูรณ์,ทีมงานโปรวิชั่น,โปรวิชั่น/provision,168.00 บาท,"คู่มือเล่มนี้เหมาะสำหรับผู้เริ่มต้นใช้งาน และผู้ที่อัพเดท iPadเป็น iOS 6 โดยครอบคลุมการใช้งานทั้ง iPad mini, iPad 2,iPad 3 (The New iPad) และล่าสุด iPad4 อีกทั้งยังรวบรวมแอพเด็ดกว่า 200 แอพที่ต้องมีติดไว้ประจำเครื่องให้อีกด้วยอัดแน่นทุกฟังก์ชั่นการใช้งานด้วยเนื้อหา 460 หน้า",https://www.naiin.com/product/detail/121354
คู่มือสร้าง ebook ด้วย iBooks Author,ทัศยาภรณ์ เกื้อนุ่น,โปรวิชั่น/provision,181.00 บาท,สร้างหนังสือดิจิตอลและสือการสอนสำหรับ iPad,https://www.naiin.com/product/detail/121361
คู่มือสร้างเว็บไซต์ด้วย HTML 5 CSS 3 & J,กังวาน อัศวไชยวศิน,โปรวิชั่น/provision,181.00 บาท,คู่มือสร้างเว็บไซต์ด้วย HTML 5 CSS 3 & JavaScript ฉบับสมบูรณ์,https://www.naiin.com/product/detail/121353
คู่มือ Samsung Galaxy S4 ฉบับสมบูรณ์,ธันว์ บัวเนียม,โปรวิชั่น/provision,209.00 บาท,ด้วยคุณสมบัติใหม่ที่เพิ่มขึ้นมาอย่างมากมายใน Samsung Galaxy S4 คงจะทำให้ใครหลายๆ คนอยากสัมผัสการใช้งานเหล่านั้นให้ครบถ้วนแต่จะมานั่งค้นหาฟังก์ชั่นต่างๆ ด้วยตัวเองก็คงจะเสียเวลาไปไม่น้อยคู่มือ Samsung Galaxy S4 ฉบับสมบูรณ์ เล่มนี้ จะเป็นทางออกให้กับคุณได้เป็นอย่างดี,https://www.naiin.com/product/detail/121360
คู่มือ Samsung Galaxy Grand S3 mini,ธันว์ บัวเนียม,โปรวิชั่น/provision,168.00 บาท,คู่มือเล่มนี้เหมาะสำหรับผู้ใช้งาน Samsung Galaxy Smartphone ทุกรุ่นที่ใช้ระบบปฏิบัตการ Android 4.1 Jelly Bean ขึ้นไป,https://www.naiin.com/product/detail/121359
คู่มือถ่ายภาพด้วยกล้อง DSLR ฉบับสมบูรณ์,ตะวัน พันธ์แก้ว,โปรวิชั่น/provision,209.00 บาท,คู่มือถ่ายภาพด้วยกล้อง DSLR ฉบับสมบูรณ์ เล่มเดียวจบ!! ครอบคลุมตั้งแต่การเลือกซื้อ เทคนิคการถ่ายภาพ ไปจนถึงการปรับแต่งภาพ,https://www.naiin.com/product/detail/121350
สร้างสื่อการสอนมัลติมีเดียด้วย Adobe Cap,กฤษณพงศ์ เลิศบำรุงชัย,โปรวิชั่น/provision,181.00 บาท,สร้างสื่อการสอนมัลติมีเดีย ด้วย Adobe Captivate 6,https://www.naiin.com/product/detail/121349
Master in Security 2nd Edition,จตุชัย แพงจันทร์,TechXcite,215.00 บาท,Master in Security 2nd Edition,https://www.naiin.com/product/detail/39310
Asean media exhibition,5d book,Pichaiebooks,89.00 บาท,Asean media exhibitionสื่อการเรียนรู้ เหมาะสำหรับเป็นสื่อเสริมความรู้เพื่อนำไปจัดเป็นบอร์ดนิทรรศการ เพื่อใช้เตรียมความพร้อมสู่การเข้าเป็นประชาคมอาเซียน 2558 เสริมสร้างความรู้ ความเข้าใจให้แก่เด็กเหมาะสำหรับนักเรียน นักศึกษา และบุคคลทั่วไป,https://www.naiin.com/product/detail/118701
The Best Samsung Apps,shin dong byung,Pichaiebooks,29.00 บาท,"หนังสือ The Best Samsung Apps นี้ได้ถูกรวบรวมคัดสรร เพื่อช่วยลด เวลาในการค้นหาจากคลัง Samsung Hub ร้านค้าดิจิตอลสำหรับชาว Samsung เพื่อความบันเทิง ที่มีทั้งภาพยนตร์และทีวี,เพลง,เกม,หนังสืออิเล็กทรอนิกส์,และเนื้อหาสำหรับการศึกษา แอพส์ฟรี ใหม่ล่าสุดที่มี ผู้คนดาวน์โหลดมากกว่าล้านทั่วโลก สามารถนำไปใช้ได้ บนอุปกรณ์ บนสมาร์ทโฟน / แท็บเล็ตของคุณใช้บริการ Samsung สำหรับอุปกรณ์ของคุณได้ง่ายๆ",https://www.naiin.com/product/detail/118702
Facebookfever,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,89.00 บาท,"หนังสือเล่มนี้สอนวิธีการใช้Facebook ,ทิป,เทคนิคต่างๆของ facebook,การสร้างFacebook FanPageการนำปุ่ม Like Box ขึ้นไปติดบนเว็บไซต์ ,บล็อก , การสร้างกลุ่มแฟนคลับ หรือกลุ่มเพื่อนๆที่รู้ใจ , Facebook Time Line, และแนะนำทิปการแก้ปัญหาต่างๆในการใช้งานเฟสบุ๊คพร้อมวีดีโอ กว่า 120 ทิปเทคนิคการใช้เฟสบุ๊คใหม่สด ณ…เวลานี้",https://www.naiin.com/product/detail/85368
ProgramHit,tobefree,พิชัย พงศ์พิทักษ์พงศ,49.00 บาท,"หนังสือรวมสุดยอดโปรแกรมฮิตที่คนทั่วโลกที่ใช้ในชีวิตประจำวัน เล่มนี้ได้รวบรวม33โปรแกรมสามัญประจำเครื่องคอมพิวเตอร์ ไม่ว่าจะเป็น โปรแกรมจัดการไฟล์ให้เป็นความลับ,โปรแกรมบีบอัดไฟล์ 7-zip,โปรแกรมช่วยจดNoteงาน,โปรแกรมจัดการไฟล์pdf,โปรแกรมเขียนแผ่น cd/dvd,โปรแกรมลบไฟล์ซ้ำ,โปรแกรมจัดการพาร์ทิชั่น,โปรแกรมป้องกันไวรัส, โปรแกรมจำลองระบบAndroid บนWindow แถมฟรี 33 โปรแกรม พร้อมแนะนำวิธีการติดตั้งและการใช้งานซึ่งได้แยกออกเป็นประเภทต่างๆ เพื่อให้ผู้ใช้สามารถค้นหาและติดตั้งนำไปใช้ได้อย่างเต็มประสิทธิภาพ",https://www.naiin.com/product/detail/97247
FacebookShopOnline,Pharaoh Egypt,พิชัย พงศ์พิทักษ์พงศ,130.00 บาท,"เนื้อหาภายหนังสือเล่มนี้ได้นำเสนอเทคนิคเฟสบุ๊คฉบับอัพเดทTimeline โดยจะเริ่มตั้งแต่ Part1 การจัดการโปรไฟล์เฟสบุ๊คTimeline,การจัดการภาพถ่ายในเฟสบุ๊ค,การคลิกดูส่วนต่างๆของเพื่อนในเฟสบุ๊ค,การโฟสต์,แชร์รูปถ่าย,วีดีโอTimeline,การจัดการหน้าแฟนเพจTimeLine,Part2 รวมแอพเฟสบุ๊คที่คุณโปรดปราน,Part3 อันดับฮิตFanpageซึ้งในทุกๆหัวข้อจะสอดแทรกเทคนิคต่างๆเพื่อการนำไปใช้งานโปรไฟล์เฟสบุ๊คได้อย่างถูกต้อง",https://www.naiin.com/product/detail/97213
Illustrator CS6 Chalector Asean Boxset,tobefree,Pichaiebooks,199.00 บาท,หนังสือเพื่อการเรียนรู้ออกแบบ คาเลคเตอร์ (Chalector) การ์ตูน โดยจะเริ่มตั้งแต่เรียนรู้ขั้นตอนการสร้างงาน พื้นฐานการวาดการ์ตูนสู่ระดับมืออาชีพ ออกแบบหน้าตาและอารมณ์ การ์ตูนอาเซียน 10 ประเทศ เพื่อให้ผู้วาดได้ศึกษาเห็นการวาดภาพ โดยใช้เทคนิคง่ายๆจนเสร็จสมบูรณ์สวยงามเพื่อการนำไปประยุกต์ใช้แบบมืออาชีพ พิเศษภายในชุดหนังสือIllustratorcs6 Chalector Asean Boxsetได้จัดแถมชุดสื่อนิทรรศการประชาคมอาเซียน (ASEAN media exhibition) สำหรับนำไปใช้เป็นสื่อการเรียนการสอน เพื่อเตรียมความพร้อมสู่ประชาคมอาเซียน 2558,https://www.naiin.com/product/detail/115501
Illustrator CS6 Chalector Asean Girl,tobefree,Pichaiebooks,119.00 บาท,หนังสือเพื่อการเรียนรู้ออกแบบ คาเลคเตอร์ (Chalector) การ์ตูน โดยจะเริ่มตั้งแต่เรียนรู้ขั้นตอนการสร้างงาน พื้นฐานการวาดการ์ตูนสู่ระดับมืออาชีพ ออกแบบหน้าตาและอารมณ์ การ์ตูนอาเซียน 10 ประเทศ เพื่อให้ผู้วาดได้ศึกษาเห็นการวาดภาพ โดยใช้เทคนิคง่ายๆจนเสร็จสมบูรณ์สวยงามเพื่อการนำไปประยุกต์ใช้แบบมืออาชีพ เพื่อเตรียมความพร้อมสู่ประชาคมอาเซียน 2558,https://www.naiin.com/product/detail/115500
Illustrator CS6 Chalector Asean Boy,tobefree,Pichaiebooks,119.00 บาท,หนังสือเพื่อการเรียนรู้ออกแบบ คาเลคเตอร์ (Chalector) การ์ตูน โดยจะเริ่มตั้งแต่เรียนรู้ขั้นตอนการสร้างงาน พื้นฐานการวาดการ์ตูนสู่ระดับมืออาชีพ ออกแบบหน้าตาและอารมณ์ การ์ตูนอาเซียน 10 ประเทศ เพื่อให้ผู้วาดได้ศึกษาเห็นการวาดภาพ โดยใช้เทคนิคง่ายๆจนเสร็จสมบูรณ์สวยงามเพื่อการนำไปประยุกต์ใช้แบบมืออาชีพ เพื่อเตรียมความพร้อมสู่ประชาคมอาเซียน 2558,https://www.naiin.com/product/detail/115499
รวมโจทย์และแบบฝึกหัดภาษา C+ Java,กิตินันท์ พลสวัสดิ์,อินโฟเพรส/Infopress,165.00 บาท,รวมโจทย์และแบบฝึกหัดภาษา C+Java,https://www.naiin.com/product/detail/112735
คู่มือเรียนเขียนโปรแกรมภาษา Java ฉบับสมบ,สุดา เธียรมนตรี,DEV BOOK,225.00 บาท,หากต้องการหาหนังสือเรียนที่สอนการเขียนโปรแกรม แบบ OOP ด้วยภาษา Java ที่เข้าใจง่ายมีเนื้อหาครบถ้วน สมบูรณ์ พร้อมตัวอย่างประกอบที่มีคำอธิบายอย่างละเอียด หนังสือเล่มนี้สามารถช่วยท่านผู้อ่านได้ อีกทั้งยังสอนการประยุกต์ใช้ภาษา Java ในการพัฒนาโปรแกรมที่ใช้งานได้จริงบน PC หรือจะเป็นแอพพลิเคชัน Android สำหรับ ใช้งานบนมือถือ/แท็บเล็ต ก็มีสอนในหนังสือเล่มนี้,https://www.naiin.com/product/detail/112733
เจาะระบบ Network 3rd Edition,จตุชัย แพงจันทร์,อินโฟเพรส/Infopress,275.00 บาท,- เรียนรู้พื้นฐานสำคัญของระบบเครือข่าย- เจาะลึกระบบอีเธอร์เน็ตทั้ง LAN และ Wireless LAN- การทำงานของระบบ WAN ที่ช่วยเชื่อมโลกเข้าด้วยกัน- โปรโตคอล TCP/IP ที่เป็นแกนกลางของระบบอินเทอร์เน็ต- ระบบ Cloud Computing และ Virtualization ที่ช่วยลดค่าใช้จ่าย- เหมาะสำหรับนักศึกษาที่มุ่งมั่นเป็น Admin และ Networker,https://www.naiin.com/product/detail/112732
basic & workshop PHP+AJAX และ jQuery,อนรรฆนงค์ คุณมณี,อินโฟเพรส/Infopress,220.00 บาท,basic & Workshops PHP + Ajax + jQuery,https://www.naiin.com/product/detail/112731
คู่มือเรียนและใช้งาน Visual Basic 2010,สัจจะ จรัสรุ่งรวีวร,อินโฟเพรส/Infopress,220.00 บาท,คู่มือเรียนและใช้งาน Visual Basic 2010,https://www.naiin.com/product/detail/112701
คู่มือเขียนโปรแกรมภาษา Java ฉบับผู้เริ่ม,อนรรฆนงค์ คุณมณี,DEV BOOK,130.00 บาท,"- เรียนรู้ตั้งแต่พื้นฐานอย่างเป็นขั้นตอน- ครอบคลุมเนื้อหาการเขียนโปรแกรมแบบ OOP, การใช้งาน Package, การเขียนโปรแกรมมัลติเธรด- มีแบบฝึกหัดและตัวอย่างเขียนแอพพลิเคชัน Android",https://www.naiin.com/product/detail/112699
Photoshop font design issue.1,flyings25,flyings25,120.00 บาท,"PhotoshopFontDesign issue.1 ดีไซน์ตัวอักษรให้สวยอย่างสร้างสรรค์ ด้วย Photoshop ภายในหนังสืออีบุ๊คส์เล่มนี้ ประกอบไปด้วย เทคนิคการตกแต่งตัวอักษร กว่า 53 แบบ เทคนิคการใช้กลุ่มฟิลเตอร์เอฟเฟ็กต์ต่างๆ ชุดหัวแปลง Brush,Layer Styles, Gradient,Patterns,สามารถนำไปใช้กับงานออกแบบกราฟิกดีไซน์ตัวอักษรข้อความต่างๆได้อย่างมืออาชีพ ฟรี Tutorials 53 วีดีโอเวิรค์ช็อปและไฟล์ภาพประกอบ,ชุดหัวแปลง Brush,Layer Stlye, Gradient เพื่อใช้สร้างเอฟเฟ็กต์ต่างๆทุกเวิร์คช็อป",https://www.naiin.com/product/detail/91266
Photoshop font design issue.4,flyings25,flyings25,120.00 บาท,"PhotoshopFontDesign issue.4 ดีไซน์ตัวอักษรให้สวยอย่างสร้างสรรค์ ด้วย Photoshop ภายในหนังสืออีบุ๊คส์เล่มนี้ ประกอบไปด้วย เทคนิคการตกแต่งตัวอักษร กว่า 42 แบบ เทคนิคการใช้กลุ่มฟิลเตอร์เอฟเฟ็กต์ต่างๆ ชุดหัวแปลง Brush,Layer Styles, Gradient,Patterns,ด้วยการอธิบายขั้นตอนการทำงานอย่างละเอียดทีละขั้น สามารถนำไปใช้กับงานออกแบบกราฟิกดีไซน์ตัวอักษรข้อความต่างๆได้อย่างมืออาชีพ ฟรี ไฟล์ภาพประกอบ, ชุดหัวแปลง Brush,Layer Stlye, Gradient เพื่อใช้สร้างเอฟเฟ็กต์ต่างๆทุกเวิร์คช็อป",https://www.naiin.com/product/detail/91270
Illustrator Workshop Graphic,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,89.00 บาท,เรียนรู้เทคนิคIllustratorCS5 เวอร์ชั่นล่าสุดในแบบสไตล์ที่เป็นคุณ โดยในหนังสือเล่มนี้จุไปด้วยเนื้อหาเทคนิคการสร้างและวาดภาพกราฟิกเวคเตอร์อย่างละเอียด แบบเจาะลึกสามารถฝึกทำตามได้ง่ายคุณจะได้ศึกษาเรียนรู้และฝึกทำตามได้อย่างสนุกสนานและ พร้อมที่จะเป็นนักวาดภาพกราฟิกแบบมืออาชีพพร้อม36เวิร์คช็อป หรือเยี่ยมชมเว็บไซต์ผู้เขียนได้ที่,https://www.naiin.com/product/detail/91263
มือถือไปเมืองนอก MOBILE PASSPORT(ฟรี),กองบรรณาธิการ,หนังสือSUPอื่น,ฟรี,มือถือไปเมืองนอก MOBILE PASSPORT(ฟรี),https://www.naiin.com/product/detail/107393
รู้ไว้ ปลอดภัย (กว่า) คู่มือลดควา(ฟรี),กองบรรณาธิการ,หนังสือSUPอื่น,ฟรี,รู้ไว้ ปลอดภัย (กว่า) คู่มือลดความเสี่ยง(ฟรี),https://www.naiin.com/product/detail/107400
ล้างเครื่องลง Windows,ภาสกร พาเจริญ,โปรวิชั่น/provision,153.00 บาท,- วิเคราัะห์อาการเสียที่อาจทำให้ต้องลงมือล้างเครื่องใหม่- สำรองข้อมูลเดิมเก็บไว้ด้วยเครื่องมือง่ายๆใน Windows- สำรองและเรียกคืนไดรเวอร์ด้วยโปรแกรมฟรี- ลงมือล้างเครื่อง (แบ่งพาร์ติชั่น และฟอร์แมตฮาร์ดดิสก์)- ติดตั้ง Windows 8 และ Windows 7 หรือทั้ง 8 และ 7 ในเครื่องเดียว- ติดตั้งโปรแกรมพื้นฐานหรือโปรแกรมฟรีที่ควรมีไว้ประจำเครื่อง- คืนข้อมูลกลับเข้าที่เดิมด้วยเครื่องมือง่ายๆใน Windows- ดูแล แก้ปัญหา และบำรุงรักษาระบบ Windows- สำรองและเรียกคืนไฟล์ระบบด้วย System Restore- จัดการฮาร์ดดิสก์บน Windows ด้วย Disk Managerment,https://www.naiin.com/product/detail/107171
Window 8 Notebook&Ultrabook,กองบรรณาธิการ,โปรวิชั่น/provision,168.00 บาท,มีอะไรใหม่ใน Windows 8- หน้า Start โฉมใหม่ด้วย Live Title ที่อัพเดทข้อมูลล่าสุดจากแอพที่ปักหมุดไว้- ใช้งานบนหน้าจอระบบสัมผัส- มุมมองเดสก์ท็อปที่คุ้นเคยยังคงอยู่ ใช้งานง่าย รวดเร็วกว่าเดิม- ติดตั้งแอพพลิเคชั่นและเกมเพิ่มเติมจาก Windows Store- ท่องเว็บได้สะดวกรวดเร็วด้วย Internet Explorer 10- Prople ศูนย์รวมผู้ติดต่อและโซเชียลเน็ตเวิร์ค,https://www.naiin.com/product/detail/107172
คู่มือพัฒนาเว็บแอพพลิเคชั่นด้วย PHP+AJA,จีระสิทธิ์ อึ้งรัตนวงศ์,โปรวิชั่น/provision,181.00 บาท,เริ่มต้นพัฒนาเว็บแอพพลิเคชั่นด้วยภาษา PHP+AJAX+jQuery ได้อย่างรวดเร็ว โดยเนื้อหาในหนังสือจะสอนตั้งแต่การติดตั้งโปรแกรมการเขียนโปรแกรมตั้งแต่พื้นฐาน ด้วยคำอธิบายที่ชัดเจน เป็นลำดับขั้นตอนและมีตัวอย่าง เวิร์คช็อป และโปรเจ็กต์ที่หลากหลายให้คุณทำได้อย่างง่ายดาย,https://www.naiin.com/product/detail/107164
ถ่ายภาพสวยด้วยกล้อง Cannon DSLR EOS 650D,ตะวัน พันธ์แก้ว,โปรวิชั่น/provision,168.00 บาท,คู่มือถ่ายภาพด้วยกล้อง Canon EOS 650D กล้องดิจิตอล SLR รุ่นใหม่ของแคนนอน ที่มาพร้อมกับเทคโนโลยีจอภาพระบบสัมผัส ช่วยให้ควบคุมกล้องสะดวกมากขึ้นกว่าเดิม หนังสือเล่มนี้จะพาคุณไปร้จักกับกล้อง EOS 650D ในทุกๆ ด้าน เริ่มต้นแต่ทำความรู้จักกับส่วนต่างๆ การควบคุมระบบสัมผัสผ่านทางหน้าจอทัชสกรีน การถ่ายภาพด้วยโหมดถ่ายภาพอัตโนมัติง่ายๆ ไปจนโหมดที่ซับซ้อนมากขึ้น การใช้งานเมนูต่างๆ การใช้ Live View การถ่ายวิดีโอและอื่นๆ อีกมากมาย แถมท้ายด้วยการปรับแต่งภาพด้วยโปรแกรมแต่งภาพยอดนิยม Canon Digital Photo Professional เพื่อให้คุณใช้งานกล้องได้อย่างเต็มประสิทธิภาพ และถ่ายภาพสวยงามได้อย่างใจ,https://www.naiin.com/product/detail/107170
1000 เว็บไซต์เพื่อการศึกษา,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,59.00 บาท,หนังสือ 1000 เว็บไซต์เพื่อการศึกษา ที่รวบรวมคัดสรรเว็บไซต์ทางการศึกษาเพื่อช่วยลดเวลาในการค้นหาไว้มากกว่า 1000 เว็บไซต์ อัปเดทใหม่ล่าสุด เพื่อการศึกษา ดังเช่น โรงเรียนอนุบาล ประถม มัธยม โรงเรียนศึกษาพิเศษ โรงเรียนนานาชาติ โรงเรียน วิทยาลัยพยาบาล วิทยาลัยทหาร-ตำรวจ ศึกษาต่อปริญญาโท-เอก ห้องสมุด และฐานข้อมูล ช่วยลดเวลาในการค้นหาไว้มากกว่า 1000 เว็บไซต์ เพื่อการเรียนรู้ไว้มากสุด,https://www.naiin.com/product/detail/105068
575 Google Chrome Web Store,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,119.00 บาท,หนังสือรวม 575 Google Chrome Web Store นี้ได้ถูกรวบรวมโปรแกรม application ใหม่ล่าสุดที่มีผู้คนดาวน์โหลดในชีวิตประจำวัน ไว้มากถึง575โปรแกรม application มีผู้ใช้มากกว่า 200 ล้านคน จากคลัง Google Chrome Web Store,https://www.naiin.com/product/detail/105064
555 App of the Year Android,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,99.00 บาท,"หนังสือ 555 App of the Year Android นี้ได้ถูกรวบรวมคัดสรรแอพส์ฟรี ใหม่ล่าสุดที่มี ผู้ใคนดาวน์โหลดในชีวิตประจำวัน ไว้มากถึง555แอพส์ เช่น แอพส์ด้าน การศึกษา,แอพส์ทางการแพทย์,แอพส์การอ้างอิง,แอพส์ งาน,แอพส์เงินทุน,แอพส์ข่าว,แอพส์กีฬา,แอพส์การบันเทิง,แอพส์สุขภาพและ หนังสือและข้อมูลอ้างอิง ฯลฯ ซึ้งสามารถนำไปใช้ได้ บนอุปกรณ์ iPhone,iPad,iPod Touch,Windows Phone,และ Galaxy Tab+Note",https://www.naiin.com/product/detail/105066
รวมแอพส์ฮิต509ios,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,99.00 บาท,"หนังสือรวมแอพส์ฮิต509ios นี้ได้ถูกรวบรวมคัดสรรแอพส์ฟรี ใหม่ล่าสุดที่มีผู้ใคนดาวน์โหลดในชีวิตประจำวัน ไว้มากถึง509แอพส์ ซึ้งสามารถนำไปใช้ได้บนอุปกรณ์ iPhone,iPad,และiPod Touch เช่น แอพส์ด้านการศึกษา,แอพส์ทางการแพทย์,แอพส์การอ้างอิง,แอพส์งาน,แอพส์เงินทุน,แอพส์ข่าว,แอพส์กีฬา,แอพส์การบันเทิง,แอพส์สุขภาพและฟิตเนส ฯลฯ จากคลัง App Store ที่มีแอพส์มากถึง 500,000 แอพส์ ในท้ายของหนังสือเล่มนี้จะมีวิธีการค้านหาแอพส์ที่คุณต้องการ เพื่อนำไปใช้ได้ถูกต้อง",https://www.naiin.com/product/detail/105065
150 Apps Kids Education,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,59.00 บาท,"หนังสือ 150 App Kids Education นี้ได้ถูกรวบรวมคัดสรรแอพส์ฟรี ใหม่ล่าสุดที่มี ผู้คนดาวน์โหลดในชีวิตประจำวัน ไว้มากถึง150แอพส์ เพื่อเสริมสร้างจินตนาการความรู้ (IQ) และพัฒนาการ (EQ) สำหรับเด็กของคุณด้วยแอพพลิเคชั่น เสริมทักษะเพื่อการเรียนรู้คำศัพท์ภาษาอังกฤษ,ฝึกนับเลข,คัดลายมือ,โปรแกรมฝึกท่อง กขค,นิทานก่อนนอน,พุทธปะวัติ ประวัติพระพุทธเจ้า,บุคคลสำคัญของโลก,ABC for Kids,เกมเพื่อฝึกประสาททักษะความจำของเด็ก ฯลฯ สามารถนำไปใช้ได้ บนอุปกรณ์ iPhone,iPad,iPod Touch,Windows Phone,และ Galaxy Tab+Note",https://www.naiin.com/product/detail/105067
150 App Game,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,29.00 บาท,"หนังสือ 150 App Game Android นี้ได้ถูกรวบรวมคัดสรรแอพส์เกมฟรี เกมฮิต ใหม่ล่าสุดที่มี ผู้คนดาวน์โหลดมากกว่าล้านทั่วโลก ไว้มากถึง150แอพส์ สามารถนำไปใช้ได้ บนอุปกรณ์ iPhone,iPad,iPod Touch,Windows Phone,และ Galaxy Tab+Note",https://www.naiin.com/product/detail/105069
Photoshop font design issue.5,พิชัย พงศ์พิทักษ์พงศ์,พิชัย พงศ์พิทักษ์พงศ,120.00 บาท,"ดีไซน์ฟอนต์สวยด้วยPhotoshopFontDesign issue.5 ในหนังสืออีบุ๊คส์เล่มนี้ได้รวบรวมเทคนิคการดีไซน์สร้างข้อความและตัวอักษรกว่า 50 Workshop โดยจะเริ่มตั้งแต่พื้นฐานของ Photoshop ก่อนที่จะเริ่มต้นเข้าสู่ เวิร์คช็อปการดีไซน์ข้อความ โดยในแต่ละตัวอย่างงานนั้นจะอธิบายเทคนิคและขั้นตอนการทำเป็นลำดับและแบ่งแยกเป็น Step by Step จะทำให้คุณได้ศึกษาเรียนรู้การใช้ชุดคำสั่งต่างๆใน Photoshop เพื่อให้เกิดทักษะเพิ่มขึ้น ฟรี ไฟล์ภาพประกอบ, ชุดหัวแปลง Brush,Layer Stlye, Gradient เพื่อใช้สร้างเอฟเฟ็กต์ต่างๆทุกเวิร์คช็อป",https://www.naiin.com/product/detail/105071
Social.Me สร้างคุณให้เป็นแบรนด์ ปั้นแฟน,ธัญสุดา พาณิตวงศ์,โปรวิชั่น/provision,153.00 บาท,"ปรากฎการณ์ใหม่จากการรวมตัวกันของนักเขียนสาว 4 คน ที่จะมาบอกเล่าเรื่องราวการสร้างแบรนด์ด้วย Social Media แบบง่ายๆ ไม่ว่าจะเป็น Facebook, Twitter, Instagram, Pinterest, LinkedIn",https://www.naiin.com/product/detail/103121
เจาะระบบ TCP/IP,เรืองไกร รังสิพล,โปรวิชั่น/provision,207.00 บาท,"อธิบายถึงกลไกการทำงานของโปรโตคอล TCP/IP เพื่อให้เข้าใจถึงจุดอ่อนที่บรรดาแฮกเกอร์นำไปใช้ในการเจาะระบบ การโจมตีด้วย fragmented packet, การปลอม IP Address ของ Packet ตลอดจนการโจมตีไม่ให้เป้าหมายเปิดการบริการได้ หรือ DoS (Denial of Services) และ DDoS (Distributed DoS) รวมทั้งแสนอแนะแนวทางในการแก้ไขและป้องกันไม่ให้เกิดการบุกรุกเข้ามาในระบบได้ง่ายๆ",https://www.naiin.com/product/detail/103041
Windows 7 Notebook&Ultrabook,อนิรุทธิ์/อิสริยา,โปรวิชั่น/provision,153.00 บาท,"หนังสือเล่มนี้จะแนะนำวิธีใช้และขั้นตอนต่างๆ เอาไว้ ด้วยเนื้อหาที่กระชับ ตรงประเด็น เฉพาะที่จำเป็นสำหรับมือใหม่ โดยอธิบายตั้งแต่วิธีเปิด/ปิดเครื่องอย่างถูกวิธี, เข้าใช้งาน Windows 7, ปรับแต่งตั้งค่าด้านต่างๆ, ท่องเว็บ, เข้าสังคม Facebook/Twitter, รับ-ส่งอีเมล์, ถ้าจะพกพาไปใช้นอกสถานที่ก็ควรเรียนรู้เรื่องการใช้งานให้ประหยัดแบตเตอรีด้วย",https://www.naiin.com/product/detail/103035
